slug,cat,sub,judet,loc,tel,web,lat,lng,tip,nume,adr,maps,name,phone,website,address,category,city,county,rating,reviews,google_maps_url,judet_key
partener-service-utilaje-bacau,Servicii,Utilaje construcții,Bacău,Bacău,+40 234 510 377,http://www.masif.ro/,46.5614291,26.8863186,Furnizor de echipamente industriale,Partener Service Utilaje,"Strada Tineretului 44, Bacău, România",https://www.google.com/maps/search/?api=1&query=Partener%20Service%20Utilaje&query_place_id=ChIJi06T99JvtUARUHTkOJMojhI,Partener Service Utilaje,+40 234 510 377,http://www.masif.ro/,"Strada Tineretului 44, Bacău, România",Utilaje construcții,Bacău,Bacău,3.4,14.0,https://www.google.com/maps/search/?api=1&query=Partener%20Service%20Utilaje&query_place_id=ChIJi06T99JvtUARUHTkOJMojhI,bacau
servutil-auto-srl-bacau-bacau,Servicii,Utilaje construcții,Bacău,Bacău,+40 741 209 568,,46.553258,26.927452,Servicii construcții,SERVUTIL AUTO SRL Bacau,"Strada Izvoare, 600322 Bacău, România",https://www.google.com/maps/search/?api=1&query=SERVUTIL%20AUTO%20SRL%20Bacau&query_place_id=ChIJA8JHH-lxtUARLovP1wztLSc,SERVUTIL AUTO SRL Bacau,+40 741 209 568,,"Strada Izvoare, 600322 Bacău, România",Utilaje construcții,Bacău,Bacău,,,https://www.google.com/maps/search/?api=1&query=SERVUTIL%20AUTO%20SRL%20Bacau&query_place_id=ChIJA8JHH-lxtUARLovP1wztLSc,bacau
rehau-bacau-tamplarie-pvc-salamander-82mm-bacau,Servicii,Tâmplărie pvc aluminiu,Bacău,Bacău,+40 748 995 533,http://www.tamplariepvcbacau.ro/,46.5968322,26.9065647,Servicii Business to Business,REHAU Bacau Tamplarie pvc & Salamander 82mm,"Cladirea Alba, Strada, Trecătoarea Gherăiești nr 1A, 600350 Bacău, România",https://www.google.com/maps/search/?api=1&query=REHAU%20Bacau%20Tamplarie%20pvc%20%26%20Salamander%2082mm&query_place_id=ChIJw5RCzTpwtUAR7cReH_todSI,REHAU Bacau Tamplarie pvc & Salamander 82mm,+40 748 995 533,http://www.tamplariepvcbacau.ro/,"Cladirea Alba, Strada, Trecătoarea Gherăiești nr 1A, 600350 Bacău, România",Tâmplărie pvc aluminiu,Bacău,Bacău,3.9,21.0,https://www.google.com/maps/search/?api=1&query=REHAU%20Bacau%20Tamplarie%20pvc%20%26%20Salamander%2082mm&query_place_id=ChIJw5RCzTpwtUAR7cReH_todSI,bacau
fenstermarkt-logistics-srl-bacau,Materiale,Tâmplărie pvc aluminiu,Bacău,Bacău,+40 745 966 560,,46.5810765,26.932994,Depozit,FENSTERMARKT LOGISTICS SRL,"Calea Bârladului 23, 600385 Bacău, România",https://www.google.com/maps/search/?api=1&query=FENSTERMARKT%20LOGISTICS%20SRL&query_place_id=ChIJDQjEqhpxtUARG0udxI7JSbw,FENSTERMARKT LOGISTICS SRL,+40 745 966 560,,"Calea Bârladului 23, 600385 Bacău, România",Tâmplărie pvc aluminiu,Bacău,Bacău,5.0,2.0,https://www.google.com/maps/search/?api=1&query=FENSTERMARKT%20LOGISTICS%20SRL&query_place_id=ChIJDQjEqhpxtUARG0udxI7JSbw,bacau
crinelco-matcon-tigla-metalica-bacau-bacau,Servicii,Acoperișuri,Bacău,Bacău,+40 786 353 535,https://crinelco.ro/,46.5079756,26.9253772,Piață,Crinelco Matcon - tigla metalica Bacau,"Serelor, 607361 Bacău, România",https://www.google.com/maps/search/?api=1&query=Crinelco%20Matcon%20-%20tigla%20metalica%20Bacau&query_place_id=ChIJdTTOVlRxtUARXGdzuKQYO4w,Crinelco Matcon - tigla metalica Bacau,+40 786 353 535,https://crinelco.ro/,"Serelor, 607361 Bacău, România",Acoperișuri,Bacău,Bacău,3.5,2.0,https://www.google.com/maps/search/?api=1&query=Crinelco%20Matcon%20-%20tigla%20metalica%20Bacau&query_place_id=ChIJdTTOVlRxtUARXGdzuKQYO4w,bacau
greate-tamplarie-pvc-bacau,Servicii,Tâmplărie pvc aluminiu,Bacău,Bacău,+40 756 283 037,https://vmm2io.webwave.dev/,46.5516376,26.9185744,Tâmplar,Greate Tamplarie PVC,"Strada Cornișa Bistriței 20, 600099 Bacău, România",https://www.google.com/maps/search/?api=1&query=Greate%20Tamplarie%20PVC&query_place_id=ChIJ2yIALa5xtUARv44TIqXGjMw,Greate Tamplarie PVC,+40 756 283 037,https://vmm2io.webwave.dev/,"Strada Cornișa Bistriței 20, 600099 Bacău, România",Tâmplărie pvc aluminiu,Bacău,Bacău,5.0,1.0,https://www.google.com/maps/search/?api=1&query=Greate%20Tamplarie%20PVC&query_place_id=ChIJ2yIALa5xtUARv44TIqXGjMw,bacau
alexral-consult-bacau,Servicii,Școală tehnică,Bacău,Bacău,+40 234 524 335,http://www.consultingcont.ro/,46.570625,26.908724,Școală tehnică,Alexral Consult,"A/12, Strada Banca Națională 3B, 600205 Bacău, România",https://www.google.com/maps/search/?api=1&query=Alexral%20Consult&query_place_id=ChIJEdJ7DN9vtUAR0oNQktx8R8k,Alexral Consult,+40 234 524 335,http://www.consultingcont.ro/,"A/12, Strada Banca Națională 3B, 600205 Bacău, România",Școală tehnică,Bacău,Bacău,4.2,10.0,https://www.google.com/maps/search/?api=1&query=Alexral%20Consult&query_place_id=ChIJEdJ7DN9vtUAR0oNQktx8R8k,bacau
biancre-termopane-bacau,Servicii,Tâmplărie pvc aluminiu,Bacău,Bacău,+40 234 521 174,,46.5862284,26.9123864,Magazin de articole casnice,Biancre Termopane,"Calea Moldovei 22, Bacău, România",https://www.google.com/maps/search/?api=1&query=Biancre%20Termopane&query_place_id=ChIJvV_wT_pvtUARslOdzGucrJE,Biancre Termopane,+40 234 521 174,,"Calea Moldovei 22, Bacău, România",Tâmplărie pvc aluminiu,Bacău,Bacău,3.3,23.0,https://www.google.com/maps/search/?api=1&query=Biancre%20Termopane&query_place_id=ChIJvV_wT_pvtUARslOdzGucrJE,bacau
luada-style-rochii-de-mireasa-si-ocazie-bacau-bacau,Servicii,Magazin cu articole pentru sudură,Bacău,Bacău,+40 756 024 784,http://www.luada-style.ro/,46.5669564,26.9116918,Magazin cu articole pentru sudură,Luada Style - Rochii de Mireasa și Ocazie BACAU,"Strada Nicolae Bălcescu 12, 600051 Bacău, România",https://www.google.com/maps/search/?api=1&query=Luada%20Style%20-%20Rochii%20de%20Mireasa%20%C8%99i%20Ocazie%20BACAU&query_place_id=ChIJ4ap8uSFwtUAREVKmm6Ci9QQ,Luada Style - Rochii de Mireasa și Ocazie BACAU,+40 756 024 784,http://www.luada-style.ro/,"Strada Nicolae Bălcescu 12, 600051 Bacău, România",Magazin cu articole pentru sudură,Bacău,Bacău,4.7,333.0,https://www.google.com/maps/search/?api=1&query=Luada%20Style%20-%20Rochii%20de%20Mireasa%20%C8%99i%20Ocazie%20BACAU&query_place_id=ChIJ4ap8uSFwtUAREVKmm6Ci9QQ,bacau
psapet-prod-com-prelucrari-mecanice-bacau,Servicii,Servicii Business to Business,Bacău,Bacău,+40 734 772 738,https://www.psapet.ro/,46.5779488,26.9300625,Servicii Business to Business,PSAPET PROD-COM - Prelucrari mecanice,"Calea Romanului 43, 600384 Bacău, România",https://www.google.com/maps/search/?api=1&query=PSAPET%20PROD-COM%20-%20Prelucrari%20mecanice&query_place_id=ChIJbadxJxtwtUARMKs9pYQ8Kvk,PSAPET PROD-COM - Prelucrari mecanice,+40 734 772 738,https://www.psapet.ro/,"Calea Romanului 43, 600384 Bacău, România",Servicii Business to Business,Bacău,Bacău,4.6,63.0,https://www.google.com/maps/search/?api=1&query=PSAPET%20PROD-COM%20-%20Prelucrari%20mecanice&query_place_id=ChIJbadxJxtwtUARMKs9pYQ8Kvk,bacau
service-auto-bizeta-srl-bacau,Servicii,Atelier de reparații auto,Bacău,Bacău,+40 334 421 283,https://bizetaserviceauto.ro/,46.5744659,26.8990347,Atelier de reparații auto,Service Auto Bizeta srl,"Strada Bradului 50, Bacău, România",https://www.google.com/maps/search/?api=1&query=Service%20Auto%20Bizeta%20srl&query_place_id=ChIJmctDL8NvtUARWemBj9huVZY,Service Auto Bizeta srl,+40 334 421 283,https://bizetaserviceauto.ro/,"Strada Bradului 50, Bacău, România",Atelier de reparații auto,Bacău,Bacău,4.1,12.0,https://www.google.com/maps/search/?api=1&query=Service%20Auto%20Bizeta%20srl&query_place_id=ChIJmctDL8NvtUARWemBj9huVZY,bacau
simba-invest-bacau,Servicii,Izolații,Bacău,Bacău,+40 372 002 003,https://simbainvest.ro/,46.5417874,26.9001945,Vânzător en-gros,SIMBA INVEST,"Strada Poligonului 4, 600293 Bacău, România",https://www.google.com/maps/search/?api=1&query=SIMBA%20INVEST&query_place_id=ChIJH7aUUJ1xtUARqFZ1yy5r30U,SIMBA INVEST,+40 372 002 003,https://simbainvest.ro/,"Strada Poligonului 4, 600293 Bacău, România",Izolații,Bacău,Bacău,3.4,20.0,https://www.google.com/maps/search/?api=1&query=SIMBA%20INVEST&query_place_id=ChIJH7aUUJ1xtUARqFZ1yy5r30U,bacau
magazin-seleron-bacau-bacau,Materiale,Vopsele si finisaje,Bacău,Bacău,+40 758 112 105,http://www.seleron.ro/,46.5498568,26.9216079,Magazin de vopsele,Magazin Seleron Bacau,"Strada Milcov 53D, 600178 Bacău, România",https://www.google.com/maps/search/?api=1&query=Magazin%20Seleron%20Bacau&query_place_id=ChIJPYiL0-dxtUAR6V2JTtO3J4s,Magazin Seleron Bacau,+40 758 112 105,http://www.seleron.ro/,"Strada Milcov 53D, 600178 Bacău, România",Vopsele si finisaje,Bacău,Bacău,4.4,22.0,https://www.google.com/maps/search/?api=1&query=Magazin%20Seleron%20Bacau&query_place_id=ChIJPYiL0-dxtUAR6V2JTtO3J4s,bacau
zidart-2022-utopia-echipa-eu-bacau,Servicii,Atracție turistică,Bacău,Bacău,+40 748 910 707,https://www.zidart.ro/,46.5826833,26.9039844,Atracție turistică,ZIDART 2022 Utopia - Echipa eu,"Strada Prelungirea Bradului 121, Bacău, România",https://www.google.com/maps/search/?api=1&query=ZIDART%202022%20Utopia%20-%20Echipa%20eu&query_place_id=ChIJt67yTmlvtUARyxE_vHyP39k,ZIDART 2022 Utopia - Echipa eu,+40 748 910 707,https://www.zidart.ro/,"Strada Prelungirea Bradului 121, Bacău, România",Atracție turistică,Bacău,Bacău,5.0,3.0,https://www.google.com/maps/search/?api=1&query=ZIDART%202022%20Utopia%20-%20Echipa%20eu&query_place_id=ChIJt67yTmlvtUARyxE_vHyP39k,bacau
inramari-profesionale-bacau,Servicii,Zugrav,Bacău,Bacău,+40 746 881 126,,46.5695257,26.9132494,Zugrav,Inramari profesionale,"Bulevardul Unirii nr.2, 600192 Bacău, România",https://www.google.com/maps/search/?api=1&query=Inramari%20profesionale&query_place_id=ChIJq6q6AyFwtUARrC2XE5gBF00,Inramari profesionale,+40 746 881 126,,"Bulevardul Unirii nr.2, 600192 Bacău, România",Zugrav,Bacău,Bacău,,,https://www.google.com/maps/search/?api=1&query=Inramari%20profesionale&query_place_id=ChIJq6q6AyFwtUARrC2XE5gBF00,bacau
anunturibacau-bacau,Servicii,Servicii Business to Business,Bacău,Bacău,+40 751 604 398,,46.5498504,26.9197294,Servicii Business to Business,AnunturiBacau,"Strada Alecu Russo, Bacău, România",https://www.google.com/maps/search/?api=1&query=AnunturiBacau&query_place_id=ChIJ74XAy8pxtUARp3u_koie958,AnunturiBacau,+40 751 604 398,,"Strada Alecu Russo, Bacău, România",Servicii Business to Business,Bacău,Bacău,5.0,1.0,https://www.google.com/maps/search/?api=1&query=AnunturiBacau&query_place_id=ChIJ74XAy8pxtUARp3u_koie958,bacau
motris-company-bacau,Servicii,Construcții civile,Bacău,Bacău,+40 728 154 279,,46.5727829,26.9204584,Servicii construcții,Motris Company,"Str. Vadul Bistriței nr. 2, 607270 Bacău, România",https://www.google.com/maps/search/?api=1&query=Motris%20Company&query_place_id=ChIJmUIxzxhwtUAR-OnogcorOrs,Motris Company,+40 728 154 279,,"Str. Vadul Bistriței nr. 2, 607270 Bacău, România",Construcții civile,Bacău,Bacău,3.3,7.0,https://www.google.com/maps/search/?api=1&query=Motris%20Company&query_place_id=ChIJmUIxzxhwtUAR-OnogcorOrs,bacau
zugrav-bacau-bacau,Servicii,Cooperativă de locuințe,Bacău,Bacău,+40 799 651 338,,46.5640425,26.9088596,Cooperativă de locuințe,Zugrav Bacău,,https://www.google.com/maps/search/?api=1&query=Zugrav%20Bac%C4%83u&query_place_id=ChIJq_CS8r1wDaERWgoNvzvCBaY,Zugrav Bacău,+40 799 651 338,,,Cooperativă de locuințe,Bacău,Bacău,,,https://www.google.com/maps/search/?api=1&query=Zugrav%20Bac%C4%83u&query_place_id=ChIJq_CS8r1wDaERWgoNvzvCBaY,bacau
ampro-security-system-bacau,Servicii,Instalator sisteme de securitate,Bacău,Bacău,+40 234 516 062,http://www.amprosystem.ro/,46.5624666,26.9143455,Instalator sisteme de securitate,AMPRO SECURITY SYSTEM,"Strada 9 Mai 3, 600037 Bacău, România",https://www.google.com/maps/search/?api=1&query=AMPRO%20SECURITY%20SYSTEM&query_place_id=ChIJI8-mRyZwtUARrkpNIZWN9WU,AMPRO SECURITY SYSTEM,+40 234 516 062,http://www.amprosystem.ro/,"Strada 9 Mai 3, 600037 Bacău, România",Instalator sisteme de securitate,Bacău,Bacău,4.8,24.0,https://www.google.com/maps/search/?api=1&query=AMPRO%20SECURITY%20SYSTEM&query_place_id=ChIJI8-mRyZwtUARrkpNIZWN9WU,bacau
manomi-impex-srl-bacau,Servicii,Magazin de uși,Bacău,Bacău,+40 751 799 866,,46.5745996,26.9121257,Magazin de uși,MANOMI IMPEX SRL,"Strada Mioriței 10, 600195 Bacău, România",https://www.google.com/maps/search/?api=1&query=MANOMI%20IMPEX%20SRL&query_place_id=ChIJ-VYEOeBvtUARwKATp1mom54,MANOMI IMPEX SRL,+40 751 799 866,,"Strada Mioriței 10, 600195 Bacău, România",Magazin de uși,Bacău,Bacău,4.3,3.0,https://www.google.com/maps/search/?api=1&query=MANOMI%20IMPEX%20SRL&query_place_id=ChIJ-VYEOeBvtUARwKATp1mom54,bacau
inside-by-romtec-invest-bacau,Servicii,Magazin de uși,Bacău,Bacău,+40 740 142 299,http://www.romtecinvest.ro/,46.5723462,26.9154517,Magazin de uși,INSIDE by romtec invest,"Strada 9 Mai 82, 600026 Bacău, România",https://www.google.com/maps/search/?api=1&query=INSIDE%20by%20romtec%20invest&query_place_id=ChIJZZSIdOBxtUARvxkNaP7qYu4,INSIDE by romtec invest,+40 740 142 299,http://www.romtecinvest.ro/,"Strada 9 Mai 82, 600026 Bacău, România",Magazin de uși,Bacău,Bacău,5.0,6.0,https://www.google.com/maps/search/?api=1&query=INSIDE%20by%20romtec%20invest&query_place_id=ChIJZZSIdOBxtUARvxkNaP7qYu4,bacau
pinum-doors-windows-bacau-bacau,Servicii,Magazin de uși,Bacău,Bacău,+40 752 153 885,http://www.pinum.ro/,46.5738597,26.9153721,Magazin de uși,Pinum Doors&Windows BACAU,"Str. Vadul Bistriței 46-48, 600191 Bacău, România",https://www.google.com/maps/search/?api=1&query=Pinum%20Doors%26Windows%20BACAU&query_place_id=ChIJGeKDjaFxtUARi4wZY-IzoL0,Pinum Doors&Windows BACAU,+40 752 153 885,http://www.pinum.ro/,"Str. Vadul Bistriței 46-48, 600191 Bacău, România",Magazin de uși,Bacău,Bacău,,,https://www.google.com/maps/search/?api=1&query=Pinum%20Doors%26Windows%20BACAU&query_place_id=ChIJGeKDjaFxtUARi4wZY-IzoL0,bacau
garaje-fdc-bacau,Servicii,Acoperișuri,Bacău,Bacău,+40 377 900 212,https://garaje-fdc.ro/,46.5495791,26.9290012,Constructor de garaje,Garaje FDC,"Strada Izvoare 87, 600170 Bacău, România",https://www.google.com/maps/search/?api=1&query=Garaje%20FDC&query_place_id=ChIJZSgi_BxxtUAR8nQtRtnfz2w,Garaje FDC,+40 377 900 212,https://garaje-fdc.ro/,"Strada Izvoare 87, 600170 Bacău, România",Acoperișuri,Bacău,Bacău,5.0,1.0,https://www.google.com/maps/search/?api=1&query=Garaje%20FDC&query_place_id=ChIJZSgi_BxxtUAR8nQtRtnfz2w,bacau
1-duzoc-8-srl-bacau,Materiale,Uși si ferestre,Bacău,Bacău,+40 784 225 222,https://www.duzoc.ro/,46.5810657,26.9334224,Furnizor de ferestre,1 Duzoc 8 SRL,"Calea Bârladului 23, 600385 Bacău, România",https://www.google.com/maps/search/?api=1&query=1%20Duzoc%208%20SRL&query_place_id=ChIJ7XN2mKBxtUARkrZoPBEKv58,1 Duzoc 8 SRL,+40 784 225 222,https://www.duzoc.ro/,"Calea Bârladului 23, 600385 Bacău, România",Uși si ferestre,Bacău,Bacău,5.0,1.0,https://www.google.com/maps/search/?api=1&query=1%20Duzoc%208%20SRL&query_place_id=ChIJ7XN2mKBxtUARkrZoPBEKv58,bacau
wintherm-bacau,Materiale,Uși si ferestre,Bacău,Bacău,+40 731 308 921,http://www.wintherm.ro/index.php/contact,46.5540759,26.9234387,Magazin de ferestre din PVC,WinTHERM,"Bloc 7, Strada Milcov 7, 600168 Bacău, România",https://www.google.com/maps/search/?api=1&query=WinTHERM&query_place_id=ChIJVxvl2zVwtUARP71SVubCaAg,WinTHERM,+40 731 308 921,http://www.wintherm.ro/index.php/contact,"Bloc 7, Strada Milcov 7, 600168 Bacău, România",Uși si ferestre,Bacău,Bacău,5.0,1.0,https://www.google.com/maps/search/?api=1&query=WinTHERM&query_place_id=ChIJVxvl2zVwtUARP71SVubCaAg,bacau
trocri-impex-s-r-l-bacau,Servicii,Construcții civile,Bacău,Bacău,+40 745 657 356,,46.5545198,26.9237142,Servicii construcții,TROCRI IMPEX S.R.L.,"Strada Milcov 7bis, Bacău, România",https://www.google.com/maps/search/?api=1&query=TROCRI%20IMPEX%20S.R.L.&query_place_id=ChIJS4AA-DZwtUARbxe9_k-QNHw,TROCRI IMPEX S.R.L.,+40 745 657 356,,"Strada Milcov 7bis, Bacău, România",Construcții civile,Bacău,Bacău,3.0,4.0,https://www.google.com/maps/search/?api=1&query=TROCRI%20IMPEX%20S.R.L.&query_place_id=ChIJS4AA-DZwtUARbxe9_k-QNHw,bacau
termoplast-bacau,Servicii,Construcții civile,Bacău,Bacău,+40 757 010 580,https://termoplast.ro/,46.5675235,26.9161991,Servicii construcții,Termoplast,"Strada 9 Mai nr. 21, 600022 Bacău, România",https://www.google.com/maps/search/?api=1&query=Termoplast&query_place_id=ChIJoWiYoZxxtUARkwY0sY3gwHA,Termoplast,+40 757 010 580,https://termoplast.ro/,"Strada 9 Mai nr. 21, 600022 Bacău, România",Construcții civile,Bacău,Bacău,5.0,2.0,https://www.google.com/maps/search/?api=1&query=Termoplast&query_place_id=ChIJoWiYoZxxtUARkwY0sY3gwHA,bacau
arta-monumentala-bacau,Materiale,Depozit,Bacău,Bacău,+40 746 014 567,https://artamonumentala.ro/,46.5355858,26.9160702,Depozit,ARTA MONUMENTALĂ,"Strada Aviatorilor 3B, 600323 Bacău, România",https://www.google.com/maps/search/?api=1&query=ARTA%20MONUMENTAL%C4%82&query_place_id=ChIJTzkOU7lxtUARdeyp3LWwl7g,ARTA MONUMENTALĂ,+40 746 014 567,https://artamonumentala.ro/,"Strada Aviatorilor 3B, 600323 Bacău, România",Depozit,Bacău,Bacău,5.0,1.0,https://www.google.com/maps/search/?api=1&query=ARTA%20MONUMENTAL%C4%82&query_place_id=ChIJTzkOU7lxtUARdeyp3LWwl7g,bacau
servicii-funerare-filotheos-bacau,Servicii,Servicii funerare,Bacău,Bacău,+40 755 427 878,,46.551833,26.9111758,Servicii funerare,Servicii Funerare Filotheos,"Bloc 15, Strada Carpați 15 B, 600072 Bacău, România",https://www.google.com/maps/search/?api=1&query=Servicii%20Funerare%20Filotheos&query_place_id=ChIJAQDQKM1xtUARrIrTSkeSopc,Servicii Funerare Filotheos,+40 755 427 878,,"Bloc 15, Strada Carpați 15 B, 600072 Bacău, România",Servicii funerare,Bacău,Bacău,5.0,48.0,https://www.google.com/maps/search/?api=1&query=Servicii%20Funerare%20Filotheos&query_place_id=ChIJAQDQKM1xtUARrIrTSkeSopc,bacau
atelier-dare-design-bacau,Servicii,Magazin de rochii,Bacău,Bacău,+40 790 662 223,http://www.daredesign.ro/,46.534509,26.9122986,Magazin de rochii,Atelier Dare Design,"Strada Aeroportului 26, 600324 Bacău, România",https://www.google.com/maps/search/?api=1&query=Atelier%20Dare%20Design&query_place_id=ChIJHVtg85lxtUAR7VJnNxOVzZA,Atelier Dare Design,+40 790 662 223,http://www.daredesign.ro/,"Strada Aeroportului 26, 600324 Bacău, România",Magazin de rochii,Bacău,Bacău,4.9,45.0,https://www.google.com/maps/search/?api=1&query=Atelier%20Dare%20Design&query_place_id=ChIJHVtg85lxtUAR7VJnNxOVzZA,bacau
texsistem-s-r-l-bacau,Servicii,Furnizor de echipamente de telecomunicații,Bacău,Bacău,+40 234 518 648,,46.536754,26.9355425,Furnizor de echipamente de telecomunicații,TEXSISTEM S.R.L.,"Strada Ciprian Porumbescu 27B, 600346 Bacău, România",https://www.google.com/maps/search/?api=1&query=TEXSISTEM%20S.R.L.&query_place_id=ChIJ4_qsZy9wtUAR4X_LxhZpJks,TEXSISTEM S.R.L.,+40 234 518 648,,"Strada Ciprian Porumbescu 27B, 600346 Bacău, România",Furnizor de echipamente de telecomunicații,Bacău,Bacău,4.4,25.0,https://www.google.com/maps/search/?api=1&query=TEXSISTEM%20S.R.L.&query_place_id=ChIJ4_qsZy9wtUAR4X_LxhZpJks,bacau
s-c-cambeea-s-r-l-bacau,Servicii,Sediul social,Bacău,Bacău,+40 744 780 346,https://www.cambeea.ro/,46.5731079,26.9298904,Sediul social,S.C. CAMBEEA S.R.L.,"Bulevardul Unirii 78B, 600391 Bacău, România",https://www.google.com/maps/search/?api=1&query=S.C.%20CAMBEEA%20S.R.L.&query_place_id=ChIJoWLmqRBwtUARodFN-PzN294,S.C. CAMBEEA S.R.L.,+40 744 780 346,https://www.cambeea.ro/,"Bulevardul Unirii 78B, 600391 Bacău, România",Sediul social,Bacău,Bacău,3.1,21.0,https://www.google.com/maps/search/?api=1&query=S.C.%20CAMBEEA%20S.R.L.&query_place_id=ChIJoWLmqRBwtUARodFN-PzN294,bacau
rof-wood-design-srl-bacau,Materiale,Lemn si osb,Bacău,Bacău,+40 745 488 086,,46.5711855,26.9318762,Tâmplar,ROF WOOD DESIGN SRL,"Trecătoarea Tecuciului 8, 600400 Bacău, România",https://www.google.com/maps/search/?api=1&query=ROF%20WOOD%20DESIGN%20SRL&query_place_id=ChIJGbQw46lxtUARi6JseXCE65I,ROF WOOD DESIGN SRL,+40 745 488 086,,"Trecătoarea Tecuciului 8, 600400 Bacău, România",Lemn si osb,Bacău,Bacău,5.0,1.0,https://www.google.com/maps/search/?api=1&query=ROF%20WOOD%20DESIGN%20SRL&query_place_id=ChIJGbQw46lxtUARi6JseXCE65I,bacau
ag-conkret-structo-beton-bacau,Materiale,Beton,Bacău,Bacău,+40 726 300 836,http://www.conkret.ro/,46.5255357,26.933553,Constructor de locuințe,AG CONKRET STRUCTO BETON,"Strada Cireşoaia 98G, Bacău, România",https://www.google.com/maps/search/?api=1&query=AG%20CONKRET%20STRUCTO%20BETON&query_place_id=ChIJv0lh63RxtUAR_wp7GFAwIU8,AG CONKRET STRUCTO BETON,+40 726 300 836,http://www.conkret.ro/,"Strada Cireşoaia 98G, Bacău, România",Beton,Bacău,Bacău,5.0,2.0,https://www.google.com/maps/search/?api=1&query=AG%20CONKRET%20STRUCTO%20BETON&query_place_id=ChIJv0lh63RxtUAR_wp7GFAwIU8,bacau
imprimare-pe-pereti-bacau,Servicii,Designer de interior,Bacău,Bacău,+40 740 468 125,,46.5712107,26.906342,Designer de interior,Imprimare pe pereți,"Strada Decebal 30, 600283 Bacău, România",https://www.google.com/maps/search/?api=1&query=Imprimare%20pe%20pere%C8%9Bi&query_place_id=ChIJV8SWHCRvtUARI3gHudXLldI,Imprimare pe pereți,+40 740 468 125,,"Strada Decebal 30, 600283 Bacău, România",Designer de interior,Bacău,Bacău,,,https://www.google.com/maps/search/?api=1&query=Imprimare%20pe%20pere%C8%9Bi&query_place_id=ChIJV8SWHCRvtUARI3gHudXLldI,bacau
eco-trading-bacau,Materiale,Tâmplărie pvc aluminiu,Bacău,Bacău,+40 741 944 944,http://www.ecot.ro/,46.5428623,26.9301117,Furnizor de ferestre,Eco Trading,"Strada Izvoare 52, 600170 Bacău, România",https://www.google.com/maps/search/?api=1&query=Eco%20Trading&query_place_id=ChIJl6OmaUpwtUAROLHGtztxSxs,Eco Trading,+40 741 944 944,http://www.ecot.ro/,"Strada Izvoare 52, 600170 Bacău, România",Tâmplărie pvc aluminiu,Bacău,Bacău,4.8,20.0,https://www.google.com/maps/search/?api=1&query=Eco%20Trading&query_place_id=ChIJl6OmaUpwtUAROLHGtztxSxs,bacau
depozit-de-betoane-bva-bacau,Materiale,Beton,Bacău,Bacău,+40 741 368 720,,46.5442604,26.9301655,Furnizor de produse din beton,Depozit de Betoane BVA,"Strada Izvoare 72, Bacău, România",https://www.google.com/maps/search/?api=1&query=Depozit%20de%20Betoane%20BVA&query_place_id=ChIJ31jnMBNxtUARwL1TY_PP4JY,Depozit de Betoane BVA,+40 741 368 720,,"Strada Izvoare 72, Bacău, România",Beton,Bacău,Bacău,,,https://www.google.com/maps/search/?api=1&query=Depozit%20de%20Betoane%20BVA&query_place_id=ChIJ31jnMBNxtUARwL1TY_PP4JY,bacau
sofielsi-bacau-bacau,Servicii,Construcții civile,Bacău,Bacău,+40 755 130 765,https://www.sofielsi.ro/,46.5311832,26.9122829,Magazin de bricolaj,Sofielsi Bacău,"Strada Aeroportului 1, 600324 Bacău, România",https://www.google.com/maps/search/?api=1&query=Sofielsi%20Bac%C4%83u&query_place_id=ChIJ1SnZv9dxtUARJmUNou50eAc,Sofielsi Bacău,+40 755 130 765,https://www.sofielsi.ro/,"Strada Aeroportului 1, 600324 Bacău, România",Construcții civile,Bacău,Bacău,,,https://www.google.com/maps/search/?api=1&query=Sofielsi%20Bac%C4%83u&query_place_id=ChIJ1SnZv9dxtUARJmUNou50eAc,bacau
titiconst-bacau,Servicii,Construcții civile,Bacău,Bacău,+40 740 807 947,https://www.titiconst.com/,46.5630702,26.8858834,Companie de construcții,Titiconst,"Strada Militari 35A, 600233 Bacău, România",https://www.google.com/maps/search/?api=1&query=Titiconst&query_place_id=ChIJvc1YxJ1vtUARyCaLLRuR3M8,Titiconst,+40 740 807 947,https://www.titiconst.com/,"Strada Militari 35A, 600233 Bacău, România",Construcții civile,Bacău,Bacău,,,https://www.google.com/maps/search/?api=1&query=Titiconst&query_place_id=ChIJvc1YxJ1vtUARyCaLLRuR3M8,bacau
evart-design-bacau,Servicii,Designer de interior,Bacău,Bacău,+40 745 472 526,https://www.evart.ro/,46.5803106,26.9152765,Designer de interior,Evart Design,"Strada Ștefan cel Mare 28, 600360 Bacău, România",https://www.google.com/maps/search/?api=1&query=Evart%20Design&query_place_id=ChIJvS7wfl9vtUARihGD73ONdbI,Evart Design,+40 745 472 526,https://www.evart.ro/,"Strada Ștefan cel Mare 28, 600360 Bacău, România",Designer de interior,Bacău,Bacău,5.0,4.0,https://www.google.com/maps/search/?api=1&query=Evart%20Design&query_place_id=ChIJvS7wfl9vtUARihGD73ONdbI,bacau
